4257,3416,"aka","SHALLAH, Ramadan Abdalla Mohamed",-0- 
4307,3519,"fka","CORTEZ, Oliverio Abril",-0- 
4307,7795,"aka","ABRIL CORTES, Oliverio",-0- 
4323,3520,"aka","GUZMAN TRUJILLO, Carlos Arturo",-0- 
4338,5696,"aka","GOMEZ BERRIO, Holmes de Jesus",-0- 
4359,3565,"fka","INDUSTRIA AVICOLA PALMASECA S.A.",-0- 
4374,3437,"aka","INCOVALLE",-0- 
4383,3441,"aka","LLENARES REYES, Jose Ricardo",-0- 
4414,5703,"aka","RAMIREZ CORTES, Delia Nora",-0- 
4444,3446,"aka","SOCOVALLE LTDA.",-0- 
4451,5697,"aka","VALENCIA ARIAS, John Gaby",-0- 
4453,5698,"aka","VALENCIA, Reinel",-0- 
4454,3447,"aka","VALLECOM",-0- 
4460,5699,"aka","VILLEGAS ARIAS, Maria Deicy",-0- 
4493,3513,"aka","IMCOMER",-0- 
4506,3522,"aka","COMERCIALIZADORA INTERNACIONAL VALLE DE ORO S.A.",-0- 
4512,5700,"aka","ARIZABALETA ARZAYUS, Fanor",-0- 
4527,5694,"aka","GARCIA, Fredy",-0- 
4557,7799,"aka","SERNA DE PEREZ, Maria Norbi",-0- 
4564,7797,"aka","MAFLA, Carlos Obeimar",-0- 
4564,7798,"fka","OBEYMAR MAFLA, Carlos",-0- 
4579,3549,"fka","AGROPECUARIA LA ROBLEDA S.A.",-0- 
4581,3551,"fka","AGROPECUARIA BETANIA LTDA.",-0- 
4632,3553,"aka","CENTRAL BANK OF THE ISLAMIC REPUBLIC OF IRAN",-0- 
4632,12046,"aka","BANK MARKAZI IRAN",-0- 
4632,12103,"aka","CENTRAL BANK OF IRAN",-0- 
4633,12085,"aka","HOUSING BANK - OF IRAN",-0- 
4635,3555,"aka","WORKERS' WELFARE BANK - OF IRAN",-0- 
4635,12051,"aka","BANK REFAH",-0- 
4639,3557,"aka","AGRICULTURAL BANK OF IRAN",-0- 
4639,12144,"aka","BANK KESHAVARZI",-0- 
4642,12047,"fka","IRAN OVERSEAS INVESTMENT BANK PLC",-0- 
4642,12048,"fka","IRAN OVERSEAS INVESTMENT CORPORATION LIMITED",-0- 
4642,12049,"fka","IRAN OVERSEAS INVESTMENT BANK LIMITED",-0- 
4688,3869,"aka","AL HARAKAT AL ISLAMIYYA",-0- 
4690,3883,"aka","GROUPEMENT ISLAMIQUE ARME",-0- 
4690,3885,"aka","AL-JAMA'AH AL-ISLAMIYAH AL-MUSALLAH",-0- 
4691,3886,"aka","AUM SUPREME TRUTH",-0- 
4691,3887,"aka","A.I.C. SOGO KENKYUSHO",-0- 
4691,3888,"aka","A.I.C. COMPREHENSIVE RESEARCH INSTITUTE",-0- 
4691,4788,"aka","ALEPH",-0- 
4693,3893,"aka","BASQUE FATHERLAND AND LIBERTY",-0- 
4693,5397,"aka","BATASUNA",-0- 
4693,5398,"aka","EUSKAL HERRITARROK",-0- 
4693,5399,"aka","HERRI BATASUNA",-0- 
4693,5913,"aka","ASKATASUNA",-0- 
4693,5914,"aka","EKIN",-0- 
4693,5916,"aka","XAKI",-0- 
4693,5917,"aka","JARRAI-HAIKA-SEGI",-0- 
4693,5960,"aka","EPANASTATIKI PIRINES",-0- 
4693,5961,"aka","POPULAR REVOLUTIONARY STRUGGLE",-0- 
4694,3895,"aka","ISLAMIC GROUP",-0- 
4694,3897,"aka","AL-GAMA'AT",-0- 
4694,3898,"aka","ISLAMIC GAMA'AT",-0- 
4694,3899,"aka","EGYPTIAN AL-GAMA'AT AL-ISLAMIYYA",-0- 
4695,3900,"aka","ISLAMIC RESISTANCE MOVEMENT",-0- 
4695,3901,"aka","HARAKAT AL-MUQAWAMA AL-ISLAMIYA",-0- 
4695,3902,"aka","STUDENTS OF AYYASH",-0- 
4695,3903,"aka","STUDENTS OF THE ENGINEER",-0- 
4695,3904,"aka","YAHYA AYYASH UNITS",-0- 
4695,3905,"aka","IZZ AL-DIN AL-QASSIM BRIGADES",-0- 
4695,3906,"aka","IZZ AL-DIN AL-QASSIM FORCES",-0- 
4695,3907,"aka","IZZ AL-DIN AL-QASSIM BATTALIONS",-0- 
4695,3908,"aka","IZZ AL-DIN AL QASSAM BRIGADES",-0- 
4695,3909,"aka","IZZ AL-DIN AL QASSAM FORCES",-0- 
4695,3910,"aka","IZZ AL-DIN AL QASSAM BATTALIONS",-0- 
4696,4357,"aka","HARAKAT UL-ANSAR",-0- 
4696,4755,"aka","HARAKAT UL-MUJAHIDIN",-0- 
4696,5181,"aka","AL-FARAN",-0- 
4696,5182,"aka","AL-HADID",-0- 
4696,5183,"aka","AL-HADITH",-0- 
4696,5918,"aka","JAMIAT UL-ANSAR",-0- 
4696,26372,"aka","ANSAR-UL-UMMAH",-0- 
4697,3915,"aka","PARTY OF GOD",-0- 
4697,3916,"aka","ISLAMIC JIHAD",-0- 
4697,3917,"aka","ISLAMIC JIHAD ORGANIZATION",-0- 
4697,3918,"aka","REVOLUTIONARY JUSTICE ORGANIZATION",-0- 
4697,3919,"aka","ORGANIZATION OF THE OPPRESSED ON EARTH",-0- 
4697,3920,"aka","ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE",-0- 
4697,3921,"aka","ORGANIZATION OF RIGHT AGAINST WRONG",-0- 
4697,3922,"aka","ANSAR ALLAH",-0- 
4697,3923,"aka","FOLLOWERS OF THE PROPHET MUHAMMED",-0- 
4697,35541,"aka","LEBANESE HIZBALLAH",-0- 
4697,35542,"aka","LEBANESE HEZBOLLAH",-0- 
4697,35549,"aka","HIZBALLAH ESO",-0- 
4697,35550,"aka","HIZBALLAH INTERNATIONAL",-0- 
4697,35553,"aka","EXTERNAL SECURITY ORGANIZATION OF HEZBOLLAH",-0- 
4700,3931,"aka","REPRESSION OF TRAITORS",-0- 
4700,3932,"aka","DIKUY BOGDIM",-0- 
4700,3933,"aka","DOV",-0- 
4700,3934,"aka","STATE OF JUDEA",-0- 
4700,3935,"aka","COMMITTEE FOR THE SAFETY OF THE ROADS",-0- 
4700,3936,"aka","SWORD OF DAVID",-0- 
4700,3937,"aka","JUDEA POLICE",-0- 
4700,3938,"aka","KAHANE LIVES",-0- 
4700,3939,"aka","KFAR TAPUAH FUND",-0- 
4700,3940,"aka","THE JUDEAN VOICE",-0- 
4700,4359,"aka","FOREFRONT OF THE IDEA",-0- 
4700,4360,"aka","THE QOMEMIYUT MOVEMENT",-0- 
4700,4362,"aka","THE JUDEAN LEGION",-0- 
4700,4363,"aka","THE WAY OF THE TORAH",-0- 
4700,4364,"aka","THE YESHIVA OF THE JEWISH IDEA",-0- 
4700,4365,"aka","KOACH",-0- 
4700,4789,"aka","KACH",-0- 
4700,5919,"aka","NEW KACH MOVEMENT",-0- 
4700,5920,"aka","NEWKACH.ORG",-0- 
4700,5921,"aka","KAHANE",-0- 
4700,5922,"aka","YESHIVAT HARAV MEIR",-0- 
4700,5923,"aka","THE INTERNATIONAL KAHANE MOVEMENT",-0- 
4700,5924,"aka","KAHANE.ORG",-0- 
4700,5925,"aka","JEWISH IDEA YESHIVA",-0- 
4700,5927,"aka","KAHANETZADAK.COM",-0- 
4700,5928,"aka","KAHANE TZADAK",-0- 
4700,5929,"aka","THE HATIKVA JEWISH IDENTITY CENTER",-0- 
4700,5930,"aka","THE RABBI MEIR DAVID KAHANE MEMORIAL FUND",-0- 
4700,5931,"aka","THE JEWISH IDEA YESHIVA",-0- 
4700,5932,"aka","FRIENDS OF THE JEWISH IDEA YESHIVA",-0- 
4700,5933,"aka","JUDEAN CONGRESS",-0- 
4700,5934,"aka","JEWISH LEGION",-0- 
4700,5935,"aka","THE VOICE OF JUDEA",-0- 
4700,5936,"aka","NO'AR MEIR",-0- 
4700,5937,"aka","MEIR'S YOUTH",-0- 
4700,5938,"aka","AMERICAN FRIENDS OF YESHIVAT RAV MEIR",-0- 
4700,5939,"aka","AMERICAN FRIENDS OF THE UNITED YESHIVA",-0- 
4700,5940,"aka","THE COMMITTEE AGAINST RACISM AND DISCRIMINATION",-0- 
4702,3943,"aka","PKK",-0- 
4702,3944,"aka","PARTIYA KARKERAN KURDISTAN",-0- 
4702,4790,"aka","THE PEOPLE'S DEFENSE FORCE",-0- 
4702,4791,"aka","HALU MESRU SAVUNMA KUVVETI",-0- 
4702,5282,"aka","FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN",-0- 
4702,5283,"aka","KADEK",-0- 
4702,5284,"aka","KURDISTAN FREEDOM AND DEMOCRACY CONGRESS",-0- 
4702,6059,"aka","KURDISTAN PEOPLE'S CONGRESS",-0- 
4702,6060,"aka","PEOPLE'S CONGRESS OF KURDISTAN",-0- 
4702,6061,"aka","KONGRA-GEL",-0- 
4702,11132,"aka","KGK",-0- 
4703,3945,"aka","LTTE",-0- 
4703,3946,"aka","TAMIL TIGERS",-0- 
4703,3947,"aka","ELLALAN FORCE",-0- 
4706,3961,"aka","ELN",-0- 
4706,3962,"aka","EJERCITO DE LIBERACION NACIONAL",-0- 
4707,3963,"aka","PIJ-SHAQAQI FACTION",-0- 
4707,3964,"aka","PIJ",-0- 
4707,3965,"aka","ISLAMIC JIHAD IN PALESTINE",-0- 
4707,3966,"aka","ISLAMIC JIHAD OF PALESTINE",-0- 
4707,3967,"aka","ABU GHUNAYM SQUAD OF THE HIZBALLAH BAYT AL-MAQDIS",-0- 
4707,4345,"aka","PIJ-SHALLAH FACTION",-0- 
4707,4346,"aka","PALESTINIAN ISLAMIC JIHAD",-0- 
4707,4792,"aka","AL-QUDS SQUADS",-0- 
4707,4793,"aka","SAYARA AL-QUDS",-0- 
4707,4794,"aka","AL-QUDS BRIGADES",-0- 
4707,4795,"aka","AL-AWDAH BRIGADES",-0- 
4708,3968,"aka","PALESTINE LIBERATION FRONT",-0- 
4708,3969,"aka","PLF",-0- 
4708,3970,"aka","PLF-ABU ABBAS",-0- 
4709,3971,"aka","PFLP",-0- 
4709,3972,"aka","RED EAGLES",-0- 
4709,3973,"aka","RED EAGLE GROUP",-0- 
4709,3974,"aka","RED EAGLE GANG",-0- 
4709,3975,"aka","HALHUL GANG",-0- 
4709,3976,"aka","HALHUL SQUAD",-0- 
4709,4796,"aka","PALESTINIAN POPULAR RESISTANCE FORCES",-0- 
4709,4797,"aka","PPRF",-0- 
4709,5953,"aka","MARTYR ABU-ALI MUSTAFA BATTALION",-0- 
4710,3977,"aka","PFLP-GC",-0- 
4711,3978,"aka","FARC",-0- 
4711,3979,"aka","FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA",-0- 
4713,3982,"aka","DEVRIMCI HALK KURTULUS PARTISI-CEPHESI",-0- 
4713,3983,"aka","DHKP/C",-0- 
4713,3984,"aka","DEVRIMCI SOL",-0- 
4713,3985,"aka","REVOLUTIONARY LEFT",-0- 
4713,3986,"aka","DEV SOL",-0- 
4713,3987,"aka","DEV SOL SILAHLI DEVRIMCI BIRLIKLERI",-0- 
4713,3988,"aka","DEV SOL SDB",-0- 
4713,3989,"aka","DEV SOL ARMED REVOLUTIONARY UNITS",-0- 
4714,3990,"aka","EPANASTATIKOS LAIKOS AGONAS",-0- 
4714,3992,"aka","REVOLUTIONARY POPULAR STRUGGLE",-0- 
4714,3993,"aka","POPULAR REVOLUTIONARY STRUGGLE",-0- 
4714,4352,"aka","ORGANIZATION OF REVOLUTIONARY INTERNATIONALIST SOLIDARITY",-0- 
4714,4353,"aka","REVOLUTIONARY NUCLEI",-0- 
4714,4354,"aka","REVOLUTIONARY CELLS",-0- 
4714,4355,"aka","LIBERATION STRUGGLE",-0- 
4715,3994,"aka","SENDERO LUMINOSO",-0- 
4715,3996,"aka","PARTIDO COMUNISTA DEL PERU EN EL SENDERO LUMINOSO DE JOSE CARLOS MARIATEGUI (COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI)",-0- 
4715,3997,"aka","PARTIDO COMUNISTA DEL PERU (COMMUNIST PARTY OF PERU)",-0- 
4715,3999,"aka","SOCORRO POPULAR DEL PERU",-0- 
4715,4000,"aka","SPP",-0- 
4715,4001,"aka","EJERCITO GUERRILLERO POPULAR",-0- 
4715,4002,"aka","EGP",-0- 
4715,4003,"aka","EJERCITO POPULAR DE LIBERACION",-0- 
4715,12265,"aka","COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI",-0- 
4715,12266,"aka","COMMUNIST PARTY OF PERU",-0- 
4715,12267,"aka","PEOPLE'S AID OF PERU",-0- 
4715,12268,"aka","PEOPLE'S GUERRILLA ARMY",-0- 
4715,12269,"aka","PEOPLE'S LIBERATION ARMY",-0- 
4717,3889,"aka","DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE",-0- 
4717,3890,"aka","DFLP",-0- 
4717,3891,"aka","RED STAR FORCES",-0- 
4717,3892,"aka","RED STAR BATTALIONS",-0- 
6330,7782,"aka","PEREZ PENA, Jaime",-0- 
6334,4205,"aka","NASSER DE HASBUN, Claudia Patricia",-0- 
6334,4206,"aka","NASSER DE HAZBUN, Claudia Patricia",-0- 
6339,4209,"aka","DESARROLLAR LTDA.",-0- 
6340,4210,"aka","EDIFICAR",-0- 
6341,4211,"aka","GRANCO",-0- 
6343,4213,"aka","HOTINCOL",-0- 
6345,4214,"aka","INHOCAR",-0- 
6346,4215,"aka","INHOTEL",-0- 
6348,4216,"aka","IPRACARIBE",-0- 
6351,4217,"fka","NEGOCIAR LTDA.",-0- 
6356,4219,"aka","SURATEL",-0- 
6365,4227,"aka","BIN LADIN, Usama",-0- 
6365,4757,"aka","BIN LADEN, Usama",-0- 
6365,4771,"aka","BIN LADEN, Osama",-0- 
6365,4772,"aka","BIN LADIN, Osama",-0- 
6365,4773,"aka","BIN LADIN, Osama bin Muhammad bin Awad",-0- 
6366,4229,"aka","ISLAMIC SALVATION FOUNDATION",-0- 
6366,4230,"aka","THE GROUP FOR THE PRESERVATION OF THE HOLY SITES",-0- 
6366,4231,"aka","THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES",-0- 
6366,4232,"aka","THE WORLD ISLAMIC FRONT FOR JIHAD AGAINST JEWS AND CRUSADERS",-0- 
6366,4347,"aka","AL QAEDA",-0- 
6366,4348,"aka","THE BASE",-0- 
6366,4349,"aka","USAMA BIN LADEN NETWORK",-0- 
6366,4350,"aka","USAMA BIN LADEN ORGANIZATION",-0- 
6366,4754,"aka","AL QAIDA",-0- 
6366,4764,"aka","INTERNATIONAL FRONT FOR FIGHTING JEWS AND CRUSADES",-0- 
6366,4765,"aka","ISLAMIC ARMY FOR THE LIBERATION OF HOLY SITES",-0- 
6366,5954,"aka","AL-JIHAD",-0- 
6366,5955,"aka","EGYPTIAN AL-JIHAD",-0- 
6366,5956,"aka","EGYPTIAN ISLAMIC JIHAD",-0- 
6366,5958,"aka","NEW JIHAD",-0- 
6366,5959,"aka","THE JIHAD GROUP",-0- 
6366,30488,"aka","ISLAMIC ARMY",-0- 
6367,4317,"aka","ABDULLAH, Sheikh Taysir",-0- 
6367,4318,"aka","ATEF, Muhammad",-0- 
6367,4319,"aka","EL KHABIR, Abu Hafs el Masry",-0- 
6367,4758,"aka","ATIF, Muhammad",-0- 
6367,4759,"aka","ABU SITTA, Subhi",-0- 
6367,4763,"aka","ATIF, Mohamed",-0- 
6368,4235,"aka","ABD-AL-WAHAB, Abd-al-Hai Ahmad",-0- 
6368,4237,"aka","'ABD ALLAH, 'Issam 'Ali Muhammad",-0- 
6368,4238,"aka","AL-KAMEL, Salah 'Ali",-0- 
6368,4239,"aka","TAHA MUSA, Rifa'i Ahmad",-0- 
6368,4240,"aka","THABIT 'IZ",-0- 
6526,4274,"fka","INVHERESA S.A.",-0- 
6531,4276,"aka","COLCERDOS LTDA.",-0- 
6533,4278,"fka","INVERSIONES GEMINIS S.A.",-0- 
6535,4279,"fka","CONSTRUEXITO S.A.",-0- 
6535,4311,"fka","CONE S.A.",-0- 
6539,4282,"aka","D'ELCON S.A.",-0- 
6542,4285,"fka","W. HERRERA Y CIA. S. EN C.",-0- 
6556,4291,"fka","INVERSIONES BETANIA LTDA.",-0- 
6556,4292,"fka","INVERSIONES BETANIA S.A.",-0- 
6565,4300,"aka","VILLA D'ARTE",-0- 
6636,4324,"aka","ISLAMIC MOVEMENT OF TALIBAN",-0- 
6636,4325,"aka","TAHRIKE ISLAMI'A TALIBAN",-0- 
6636,4326,"aka","TALEBAN",-0- 
6636,4327,"aka","TALIBAN ISLAMIC MOVEMENT",-0- 
6636,4328,"aka","TALIBANO ISLAMI TAHRIK",-0- 
6659,4376,"aka","URDINOLA GRAJALES, Jairo Ivan",-0- 
6663,4377,"aka","COMECARNES LTDA.",-0- 
6669,4380,"aka","EXAGAN",-0- 
6680,4382,"aka","DIAGNOSTICENTRO LA GARANTIA",-0- 
6703,4395,"aka","AMESCUA, Chuey",-0- 
6703,4397,"aka","AMEZCUA, Chuy",-0- 
6703,4398,"aka","AMEZCUA CONTRERAS, Jesus",-0- 
6703,4400,"aka","AMEZCUA, Jose de Jesus",-0- 
6703,4401,"aka","HERNANDEZ, Adan",-0- 
6704,4396,"aka","AMEZCUA, Luis",-0- 
6704,4403,"aka","CONTRERAS, Luis C.",-0- 
6704,4404,"aka","LOPEZ, Luis",-0- 
6704,4405,"aka","LOZANO, Eduardo",-0- 
6704,4406,"aka","OCHOA, Salvador",-0- 
6704,4407,"aka","RODRIGUEZ LOPEZ, Sergio",-0- 
6706,4412,"aka","COMACHO RODRIGUES, Gilberto",-0- 
6706,4413,"aka","TORRES MENDEZ, Ramon",-0- 
6707,4415,"aka","CARO QUINTERO, Raphael",-0- 
6708,4411,"aka","CARRILLO FUENTES, Andres",-0- 
6709,4417,"aka","KHUN SA",-0- 
6709,4419,"aka","CHAN, Changtrakul",-0- 
6709,4420,"aka","CHANG, Shi-Fu",-0- 
6709,4421,"aka","CHANG, Xifu",-0- 
6709,4422,"aka","CHANGTRAKUL, Chan",-0- 
6710,4423,"aka","ZAMBA, Noel Heath",-0- 
6710,4424,"aka","ZAMBO, Noel Heath",-0- 
6712,4428,"aka","ADEMULERO, Babestan Oluwole",-0- 
6712,4429,"aka","BABESTAN, Wole A.",-0- 
6712,4430,"aka","OGUNGBUYI, Wally",-0- 
6712,4431,"aka","OGUNGBUYI, Wole A.",-0- 
6712,4432,"aka","SHOFESO, Olatude I.",-0- 
6712,4433,"aka","SHOFESO, Olatunde Irewole",-0- 
6713,4434,"aka","BABESTAN, Abeni O.",-0- 
6713,4435,"aka","SHOFESO, Olatutu Temitope",-0- 
6714,4437,"aka","CHARNCHAI, Chiwinnitipanya",-0- 
6714,4438,"aka","CHIVINNITIPANYA, Prasit",-0- 
6714,4439,"aka","CHIWINNITIPANYA, Charnchai",-0- 
6714,4440,"aka","PRASIT, Chivinnitipanya",-0- 
6714,4441,"aka","PRASIT, Cheewinnittipanya",-0- 
6714,4442,"aka","WEI, Shao-Kang",-0- 
6714,4443,"aka","WEI, Sia-Kang",-0- 
6714,4444,"aka","WEI, Xuekang",-0- 
6714,4457,"aka","CHEEWINNITTIPANYA, Prasit",-0- 
6722,4453,"aka","M.T.T. LTDA.",-0- 
6823,4561,"aka","PATINO FOMEQUE, Victor Hugo",-0- 
6824,4562,"aka","INPESCA S.A.",-0- 
6832,4570,"aka","ECHEVERRI HERRERA, Hernando",-0- 
6853,4591,"aka","REAL IRISH REPUBLICAN ARMY",-0- 
6853,4592,"aka","RIRA",-0- 
6853,4593,"aka","32 COUNTY SOVEREIGNTY COMMITTEE",-0- 
6853,4594,"aka","32 COUNTY SOVEREIGNTY MOVEMENT",-0- 
6853,4595,"aka","REAL OGLAIGH NA HEIREANN",-0- 
6853,4596,"aka","IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION",-0- 
6855,4597,"aka","CASTELLANOS ALVAREZ TOSTADO, Juan Jose",-0- 
6856,4599,"aka","AFGHAN, Shir",-0- 
6856,4600,"aka","KHAN, Abdullah",-0- 
6856,4601,"aka","AZIZ, Mohammad",-0- 
6856,4602,"aka","AFGHAN, Shear",-0- 
6857,4603,"aka","CARDENAS GULLEN, Osiel",-0- 
6857,4604,"aka","CARDENAS CASTILLO, Osiel",-0- 
6857,4605,"aka","CARDENAS GILLEN, Osiel",-0- 
6857,4606,"aka","CARDENAS GUILLEN, Ociel",-0- 
6857,4607,"aka","CARDENAS GUILLEN, Oscar",-0- 
6857,4608,"aka","CARDENAS GUILLEN, Oziel",-0- 
6857,4609,"aka","CARDENAS TUILLEN, Osiel",-0- 
6857,4610,"aka","SALINA AGUILAR, Jorge",-0- 
6857,4611,"aka","SALINAS AGUILAR, Jorge",-0- 
6859,4612,"aka","KHUN, Saeng",-0- 
6860,4613,"aka","GILBOA, Yosef",-0- 
6860,4614,"aka","GILBOA, Joseph Papzian",-0- 
6860,4615,"aka","GILBERT, Joseph",-0- 
6860,4616,"aka","GIL, Josef",-0- 
6861,4617,"aka","AREGON, Max",-0- 
6861,4618,"aka","GUZMAN, Chapo",-0- 
6861,4619,"aka","GUIERREZ LOERA, Jose Luis",-0- 
6861,4620,"aka","GUZMAN FERNANDEZ, Joaquin",-0- 
6861,4621,"aka","GUZMAN LOESA, Joaquin",-0- 
6861,4622,"aka","GUZMAN PADILLA, Joaquin",-0- 
6861,4623,"aka","GUMAN LOERAL, Joaquin",-0- 
6861,4624,"aka","GUZMAN, Archibaldo",-0- 
6861,4625,"aka","GUZMAN, Aureliano",-0- 
6861,4626,"aka","ORTEGA, Miguel",-0- 
6861,4627,"aka","RAMIREZ, Joise Luis",-0- 
6861,4628,"aka","CARO RODRIGUEZ, Gilberto",-0- 
6861,4629,"aka","GUZMAN, Joaquin Chapo",-0- 
6861,4630,"aka","GUZMAN LOREA, Chapo",-0- 
6861,4631,"aka","GUZMAN LOEIA, Joaguin",-0- 
6861,4632,"aka","GUZMAN, Achivaldo",-0- 
6861,4633,"aka","OSUNA, Gilberto",-0- 
6861,4634,"aka","RAMOX PEREZ, Jorge",-0- 
6862,4635,"aka","HAMIAH, Jamiel",-0- 
6862,4636,"aka","HAMEIAH, Jamel",-0- 
6862,4637,"aka","HAMEIAH, Mamil",-0- 
6862,4638,"aka","HAMEIH, Jamill",-0- 
6862,4639,"aka","HAMIAEH, Jamil",-0- 
6862,4640,"aka","HAMIE, Jamil Abdulkarim",-0- 
6862,4641,"aka","HAMIEAH, Jamiel",-0- 
6862,4642,"aka","HAMEIAH, Jamil",-0- 
6862,4643,"aka","HAMEIEH, Jamil",-0- 
6862,4644,"aka","HAMER, Jamil",-0- 
6862,4645,"aka","HAMIE, Jamil",-0- 
6862,4646,"aka","HAMIE, Jamile",-0- 
6862,4647,"aka","HAMIEAH, Jamil",-0- 
6862,4648,"aka","HAMIEH, Jamal",-0- 
6862,4649,"aka","HAMIEH, Jamil",-0- 
6862,4650,"aka","HAMIEL, Jamil",-0- 
6862,4651,"aka","HAMIEYYEH, Jamil",-0- 
6862,4652,"aka","HAMIYA, Abdul Jamil",-0- 
6862,4653,"aka","HAMIYYAH, Jamil",-0- 
6862,4654,"aka","HAMYH, Jamil",-0- 
6862,4655,"aka","KARIM, Jamil Abdul",-0- 
6862,4656,"aka","NEZAM, Abu",-0- 
6862,4658,"aka","HAMIEH, Mamil",-0- 
6862,4659,"aka","HAMIEYE, Jamil",-0- 
6862,4660,"aka","HAMIL, Jamil",-0- 
6862,4661,"aka","HAMIYE, Jamil",-0- 
6862,4662,"aka","HAMIYYEH, Jamil",-0- 
6862,4663,"aka","NAZIM, Abou",-0- 
6862,4664,"aka","NIZAM, Abou",-0- 
6864,4665,"aka","KHAN, Ali",-0- 
6864,4666,"aka","KHAN, Nafir Ali",-0- 
6864,4667,"aka","KHAN, Nazir Ali",-0- 
6864,4668,"aka","KHAN, Nisan Ali",-0- 
6864,4669,"aka","KHAN, Nisar Ali",-0- 
6864,4670,"aka","NASIR, Ali Khan",-0- 
6864,4671,"aka","NASIR, Khan Ali",-0- 
6865,4672,"aka","BECERRA, Martin",-0- 
6865,4673,"aka","BECERRA MIRELES, Martin",-0- 
6865,4674,"aka","MACHERBE, Oscar",-0- 
6865,4675,"aka","MAHLERBE, Oscar",-0- 
6865,4676,"aka","MALARBE, Oscar",-0- 
6865,4677,"aka","MALERHBE DE LEON, Oscar",-0- 
6865,4678,"aka","MALHARBE DE LEON, Oscar",-0- 
6865,4679,"aka","MALHERBE DELEON, Oscar",-0- 
6865,4680,"aka","MALMERBE, Oscar",-0- 
6865,4681,"aka","MELARBE, Oscar",-0- 
6865,4682,"aka","QALHARBE DE LEON, Oscar",-0- 
6865,4683,"aka","MAHERBE, Oscar",-0- 
6865,4684,"aka","MAHLERBE, Polo",-0- 
6865,4685,"aka","MALERBE, Oscar",-0- 
6865,4686,"aka","MALERVA, Oscar",-0- 
6865,4687,"aka","NALHERBE, Oscar",-0- 
6865,4688,"aka","VARGAS, Jorge",-0- 
6866,4689,"aka","ALCIDES MAGANA, Ramon",-0- 
6866,4690,"aka","ALCIDEZ MAGANA, Ramon",-0- 
6866,4691,"aka","ALCIDES MAYENA, Ramon",-0- 
6866,4692,"aka","MAGNA ALCIDEDES, Ramon",-0- 
6866,4693,"aka","ALCIDES MAGANE, Ramon",-0- 
6866,4694,"aka","ROMERO, Antonio",-0- 
6866,4695,"aka","GONZALEZ QUIONES, Jorge",-0- 
6866,4696,"aka","MAGANA, Jorge",-0- 
6866,4697,"aka","MAGANA ALCIDES, Ramon",-0- 
6866,4698,"aka","MATA, Alcides",-0- 
6866,4699,"aka","RAMON MAGANA, Alcedis",-0- 
